id,category_name,listing_type_id,price,sale_price_promotion,shipping_free,installments_quantity,installments_rate,seller_address_state,initial_quantity,DuracionOferta_dias,EdadProducto_dias,Proporcion_vendida
MLM1924098223,Accesorios para Vehículos,gold_pro,747.89,campaign,true,3,0.0,Estado De México,1425,30.0,412.7850325810185,0.8596491228070176
MLM2016071963,Accesorios para Vehículos,gold_pro,597.08,campaign,true,3,0.0,Estado De México,622,30.0,222.11358582175924,0.8392282958199357
MLM2746011214,Accesorios para Vehículos,gold_pro,595.19,campaign,true,3,0.0,Estado De México,4973,30.0,274.6415487847222,0.9497285340840539
MLM2996112456,Accesorios para Vehículos,gold_special,1660.62,campaign,true,24,45.03,Distrito Federal,428,30.0,157.65908350694446,0.883177570093458
MLM2437709342,Accesorios para Vehículos,gold_pro,1897.15,campaign,true,6,0.0,Distrito Federal,307,30.0,386.08825017361113,0.8371335504885994
MLM2117781459,Accesorios para Vehículos,gold_special,494.0,campaign,true,24,45.03,Estado De México,314,30.0,32.2815603587963,0.8407643312101911
MLM2041311965,Accesorios para Vehículos,gold_special,181.0,marketplace_campaign,false,24,45.03,Jalisco,765,28.454166666666666,170.0983427662037,0.869281045751634
MLM1393666408,Accesorios para Vehículos,gold_special,634.0,marketplace_campaign,true,24,45.03,Estado De México,1983,28.499305555555555,908.2741529513888,0.9994957135653051
MLM1963059293,Accesorios para Vehículos,gold_special,168.0,marketplace_campaign,false,24,45.03,Estado De México,7451,29.999305555555555,335.1371853587963,0.9664474567172192
MLM2211812042,Accesorios para Vehículos,gold_special,623.44,custom,true,24,45.03,Estado De México,1213,30.999988425925924,480.79254415509257,0.8763396537510305
MLM1440902297,Accesorios para Vehículos,gold_special,929.51,marketplace_campaign,true,24,45.03,Jalisco,1187,29.499305555555555,818.1601483217593,0.95787700084246
MLM1383310011,Accesorios para Vehículos,gold_special,188.58,custom,false,24,45.03,Estado De México,70951,30.999988425925924,930.6410742476852,0.9929528829755747
MLM2560836218,Accesorios para Vehículos,gold_pro,673.34,custom,true,3,0.0,Estado De México,409,30.999988425925924,355.7422548032407,0.8777506112469438
MLM1880504241,Accesorios para Vehículos,gold_special,143.31,campaign,false,24,45.03,Estado De México,3961,30.0,511.80233582175924,0.9747538500378692
MLM1399104752,Accesorios para Vehículos,gold_pro,1382.76,custom,true,6,0.0,Estado De México,5225,30.999988425925924,895.8210626736111,0.9904306220095693
MLM2598008084,Accesorios para Vehículos,gold_special,79.6,campaign,false,0,0.0,Estado De México,3603,30.0,336.8998705439815,0.9306133777407716
MLM1836038776,Accesorios para Vehículos,gold_pro,149.1,campaign,false,3,0.0,Estado De México,1933,30.0,567.6513867476851,0.8965338851526126
MLM2753386044,Accesorios para Vehículos,gold_special,1899.05,campaign,true,24,45.03,Distrito Federal,368,30.0,272.2114909143518,0.9972826086956522
MLM1429857208,Accesorios para Vehículos,gold_special,1069.0,marketplace_campaign,true,24,45.03,Estado De México,770,28.499305555555555,835.4284700810185,0.9987012987012988
MLM1718352573,Accesorios para Vehículos,gold_special,169.86,campaign,false,24,45.03,Estado De México,4622,30.0,630.6313288773148,0.9459108610990913
MLM851547716,Accesorios para Vehículos,gold_special,55.2,campaign,false,0,0.0,Estado De México,43737,30.0,1364.889627488426,0.9885680316436884
MLM1509955608,Accesorios para Vehículos,gold_pro,1393.98,custom,true,6,0.0,Estado De México,2630,17.999988425925924,720.7507038773148,0.9239543726235742
MLM2678265196,Accesorios para Vehículos,gold_special,294.59,campaign,false,24,45.03,Estado De México,2259,30.0,300.86764832175925,0.7786631252766711
MLM3313895510,Accesorios para Vehículos,gold_pro,275.54,custom,false,3,0.0,Guanajuato,609,30.999988425925924,26.89795664351852,0.7536945812807881
MLM1956516737,Accesorios para Vehículos,gold_special,595.1,campaign,true,24,45.03,Distrito Federal,576,30.0,350.6210163773148,0.9982638888888888
MLM836442006,Accesorios para Vehículos,gold_special,104.0,marketplace_campaign,false,24,45.03,Nuevo León,36545,24.999305555555555,1405.4317339699073,0.9863182377890273
MLM1512564171,Accesorios para Vehículos,gold_pro,232.0,campaign,false,3,0.0,Distrito Federal,1627,30.0,718.6992339699074,0.9385371850030731
MLM3098024216,Accesorios para Vehículos,gold_special,682.0,marketplace_campaign,true,24,45.03,Estado De México,267,29.499305555555555,107.25264832175925,0.9962546816479401
MLM1373598946,Accesorios para Vehículos,gold_special,578.26,marketplace_campaign,true,24,45.03,Distrito Federal,278,29.499305555555555,951.3986899884259,0.9964028776978417
MLM3111655790,Accesorios para Vehículos,gold_special,496.99,custom,true,24,45.03,Estado De México,1234,30.999988425925924,101.0000441550926,0.8379254457050244
MLM2595209578,Accesorios para Vehículos,gold_pro,341.05,campaign,true,3,0.0,Estado De México,349,30.0,338.03702332175925,0.997134670487106
MLM3046525398,Accesorios para Vehículos,gold_special,730.0,marketplace_campaign,true,24,45.03,Distrito Federal,143,10.0,131.42675711805555,0.993006993006993
MLM3022117694,Accesorios para Vehículos,gold_pro,304.0,campaign,true,3,0.0,Jalisco,9532,30.0,144.67373628472222,0.9475451112043642
MLM2076436897,Accesorios para Vehículos,gold_pro,1121.34,campaign,true,3,0.0,Distrito Federal,166,30.0,98.72376410879629,0.6987951807228916
MLM2630818976,Accesorios para Vehículos,gold_pro,561.12,marketplace_campaign,true,3,0.0,Estado De México,302,8.290972222222221,322.6654029513889,0.8344370860927153
MLM2100549543,Accesorios para Vehículos,gold_special,68.63,custom,false,0,0.0,Estado De México,812,30.999988425925924,58.93213842592593,0.9987684729064039
MLM2777157554,Accesorios para Vehículos,gold_pro,400.8,campaign,true,3,0.0,Estado De México,401,30.0,259.8145580439815,0.7506234413965087
MLM2648406072,Accesorios para Vehículos,gold_pro,268.94,campaign,false,3,0.0,Estado De México,378,30.0,315.7279723958333,0.8677248677248677
MLM2633012002,Accesorios para Vehículos,gold_pro,1788.57,campaign,true,6,0.0,Estado De México,254,30.0,322.009488599537,0.8031496062992126
MLM2629775038,Accesorios para Vehículos,gold_special,296.59,campaign,false,24,45.03,Estado De México,469,30.0,322.9632964699074,0.7867803837953091
MLM3099405158,Accesorios para Vehículos,gold_special,297.36,custom,false,24,45.03,Distrito Federal,774,30.999988425925924,106.48195387731481,0.8708010335917312
MLM3192405542,Accesorios para Vehículos,gold_special,811.0,marketplace_campaign,true,24,45.03,Estado De México,215,28.499305555555555,70.24425194444444,0.9953488372093023
MLM2627292410,Accesorios para Vehículos,gold_pro,468.13,campaign,true,3,0.0,Estado De México,335,30.0,323.9177293402778,0.9970149253731343
MLM2077839697,Accesorios para Vehículos,gold_special,692.37,campaign,true,24,45.03,Distrito Federal,988,30.0,96.67192887731481,0.8987854251012146
MLM2615723556,Accesorios para Vehículos,gold_pro,759.92,campaign,true,3,0.0,Estado De México,274,30.0,328.79055341435185,0.9963503649635036
MLM3086022456,Accesorios para Vehículos,gold_special,607.75,campaign,true,24,45.03,Estado De México,1065,30.0,113.2826714699074,0.7652582159624414
MLM2824502020,Accesorios para Vehículos,gold_pro,390.78,campaign,true,3,0.0,Estado De México,298,30.0,236.97826174768517,0.9966442953020134
MLM1912463553,Accesorios para Vehículos,gold_special,140.06,campaign,false,24,45.03,Estado De México,5446,30.0,438.7381228587963,0.9540947484392215
MLM1969353761,Accesorios para Vehículos,gold_pro,780.56,campaign,true,3,0.0,Estado De México,166,30.0,321.9046390625,0.6987951807228916
MLM2796006498,Accesorios para Vehículos,gold_pro,515.83,custom,true,3,0.0,Estado De México,273,30.999988425925924,249.72472008101852,0.9963369963369964
MLM2090306713,Accesorios para Vehículos,gold_special,376.0,custom,true,24,45.03,Distrito Federal,592,30.999988425925924,75.31984739583334,0.9155405405405406
MLM3093537312,Accesorios para Vehículos,gold_special,351.0,marketplace_campaign,true,24,45.03,Estado De México,157,29.499305555555555,110.0908890625,0.9936305732484076
MLM3331417884,Accesorios para Vehículos,gold_special,159.6,campaign,false,24,45.03,Estado De México,144,30.0,16.774470081018517,0.3055555555555556
MLM954261392,Accesorios para Vehículos,gold_special,467.78,marketplace_campaign,true,24,45.03,Distrito Federal,629,29.499305555555555,1134.3284353587962,0.9984101748807631
MLM2970621236,Accesorios para Vehículos,gold_special,299.0,custom,true,24,45.03,Estado De México,4866,30.999988425925924,170.2414330439815,0.89724619810933
MLM3202940308,Accesorios para Vehículos,gold_special,875.95,campaign,true,24,45.03,Estado De México,289,30.0,65.66912980324074,0.8269896193771626
MLM2116785985,Accesorios para Vehículos,gold_pro,296.59,custom,false,3,0.0,Estado De México,105,30.999988425925924,33.71101637731481,0.9904761904761905
MLM2927595268,Accesorios para Vehículos,gold_special,579.5,campaign,true,24,45.03,Querétaro,1258,30.0,187.85338906249999,0.9205087440381559
MLM1903216187,Accesorios para Vehículos,gold_pro,531.0,campaign,true,3,0.0,Nuevo León,950,30.0,464.1579723958333,0.9989473684210526
MLM1949938269,Accesorios para Vehículos,gold_pro,379.05,custom,true,3,0.0,Distrito Federal,493,2.9999884259259257,363.38867841435183,0.9979716024340771
MLM3174709180,Accesorios para Vehículos,gold_special,1702.0,marketplace_campaign,true,24,45.03,Estado De México,170,28.499305555555555,76.28084359953704,0.9941176470588236
MLM1900791587,Accesorios para Vehículos,gold_special,125.0,campaign,false,24,45.03,Colima,1355,30.0,470.1344538773148,0.9992619926199262
MLM1468291529,Accesorios para Vehículos,gold_special,1199.27,marketplace_campaign,true,24,45.03,Jalisco,411,29.499305555555555,777.1378913773148,0.9975669099756691
MLM2058578381,Accesorios para Vehículos,gold_special,69.42,campaign,false,0,0.0,Estado De México,2554,30.0,134.36109739583333,0.9021143304620204
MLM2994641196,Accesorios para Vehículos,gold_special,177.66,custom,false,24,45.03,Sonora,1315,6.999988425925926,159.43362054398148,0.8098859315589354
MLM2408293168,Accesorios para Vehículos,gold_special,731.0,marketplace_campaign,true,24,45.03,Hidalgo,3363,24.999988425925924,399.11577332175926,0.8513232233125186
MLM2749601118,Accesorios para Vehículos,gold_special,152.0,marketplace_campaign,false,24,45.03,Distrito Federal,3908,26.558333333333334,273.40408350694446,0.872057318321392
MLM3009693322,Accesorios para Vehículos,gold_special,427.0,marketplace_campaign,true,24,45.03,Distrito Federal,301,26.558333333333334,150.38830804398148,0.9966777408637874
MLM1948343465,Agro,gold_special,672.52,lightning,true,24,45.03,Estado De México,4514,0.3333333333333333,366.7040487847222,0.9446167478954364
MLM2111106567,Agro,gold_special,373.14,deal_of_the_day,true,24,45.03,Estado De México,2564,0.9999884259259259,41.999771574074074,0.9024960998439937
MLM3350953350,Agro,gold_pro,3531.99,marketplace_campaign,true,15,0.0,Chihuahua,11,25.014374999999998,5.857816782407407,0.9090909090909091
MLM1932698151,Agro,gold_special,899.0,deal_of_the_day,true,24,45.03,Estado De México,84482,0.9999884259259259,394.2604492476852,0.9408157950806089
MLM1368139350,Agro,gold_special,375.0,custom,true,24,45.03,Estado De México,17123,30.999988425925924,964.8842455439815,0.9970799509431758
MLM1368139350,Agro,gold_special,375.0,custom,true,24,45.03,Estado De México,17123,30.999988425925924,964.8842455439815,0.9970799509431758
MLM1826368778,Agro,gold_special,92.15,campaign,false,0,0.0,Jalisco,1728,30.0,572.3767918402777,0.9994212962962963
MLM3242173752,Agro,gold_special,298.0,campaign,false,24,45.03,Estado De México,2424,30.0,54.76992811342593,0.9995874587458746
MLM3314166116,Agro,gold_special,66.0,campaign,false,0,0.0,Distrito Federal,725,30.0,26.750152430555556,0.9986206896551724
MLM2044964159,Agro,gold_pro,483.6,custom,true,3,0.0,Estado De México,41,30.999988425925924,162.48241684027778,0.975609756097561
MLM1866726669,Agro,gold_pro,1605.5,campaign,true,6,0.0,Nuevo León,2227,30.0,537.1230997106481,0.9101930848675348
MLM1866726669,Agro,gold_pro,1605.5,campaign,true,6,0.0,Nuevo León,2227,30.0,537.1230997106481,0.9101930848675348
MLM838242481,Agro,gold_special,94.5,campaign,false,0,0.0,Jalisco,2735,30.0,1400.2206807291666,0.9996343692870201
MLM3109888064,Agro,gold_special,469.7,custom,true,24,45.03,Estado De México,2707,27.999988425925924,102.36743998842593,0.944588104913188
MLM3109888064,Agro,gold_special,469.7,custom,true,24,45.03,Estado De México,2707,27.999988425925924,102.36743998842593,0.944588104913188
MLM1534089564,Agro,gold_special,509.0,campaign,true,24,45.03,Distrito Federal,8166,30.0,700.1308427662037,0.9877541023757042
MLM1534089564,Agro,gold_special,509.0,campaign,true,24,45.03,Distrito Federal,8166,30.0,700.1308427662037,0.9877541023757042
MLM2363073838,Agro,gold_pro,1615.0,custom,true,6,0.0,Jalisco,680,29.999988425925924,413.269801099537,0.9985294117647059
MLM2363073838,Agro,gold_pro,1615.0,custom,true,6,0.0,Jalisco,680,29.999988425925924,413.269801099537,0.9985294117647059
MLM2907162596,Agro,gold_pro,82.88,campaign,false,0,0.0,Estado De México,1261,30.0,195.99100480324074,0.6034892942109437
MLM1900538041,Agro,gold_special,373.5,campaign,true,24,45.03,Estado De México,7807,30.0,470.755113599537,0.9359549122582298
MLM1900538041,Agro,gold_special,373.5,campaign,true,24,45.03,Estado De México,7807,30.0,470.755113599537,0.9359549122582298
MLM2048364125,Agro,gold_pro,370.5,custom,true,3,0.0,Oaxaca,201,30.999988425925924,155.05562285879628,0.9950248756218906
MLM3310211634,Agro,gold_special,77.91,campaign,false,0,0.0,Estado De México,124,30.0,28.6588553125,0.5967741935483871
MLM3158682322,Agro,gold_pro,3582.0,custom,true,15,0.0,Tamaulipas,36,25.999988425925924,82.12097008101851,0.9722222222222222
MLM2013054529,Agro,gold_special,755.0,deal_of_the_day,true,24,45.03,Jalisco,5131,0.9999884259259259,229.24064600694444,0.9512765542779186
MLM2013054529,Agro,gold_special,755.0,deal_of_the_day,true,24,45.03,Jalisco,5131,0.9999884259259259,229.24064600694444,0.9512765542779186
MLM1320755452,Agro,gold_pro,765.0,custom,true,3,0.0,Estado De México,4855,30.999988425925924,1073.0209816550926,0.9485066941297632
MLM1320755452,Agro,gold_pro,765.0,custom,true,3,0.0,Estado De México,4855,30.999988425925924,1073.0209816550926,0.9485066941297632
MLM1973897573,Agro,gold_special,400.8,campaign,true,24,45.03,Estado De México,10263,30.0,312.4284585069444,0.9512813017636169
MLM1973897573,Agro,gold_special,400.8,campaign,true,24,45.03,Estado De México,10263,30.0,312.4284585069444,0.9512813017636169
MLM2980162690,Agro,gold_special,861.72,campaign,true,24,45.03,Estado De México,4375,30.0,166.68150248842593,0.8857142857142857
MLM2980162690,Agro,gold_special,861.72,campaign,true,24,45.03,Estado De México,4375,30.0,166.68150248842593,0.8857142857142857
MLM1403854311,Agro,gold_special,1078.0,deal_of_the_day,true,24,45.03,Estado De México,47456,0.9999884259259259,884.887914525463,0.9978927848954822
MLM2122386031,Agro,gold_special,242.48,campaign,false,24,45.03,Estado De México,1163,30.0,25.97034091435185,0.5700773860705073
MLM2122386031,Agro,gold_special,242.48,campaign,false,24,45.03,Estado De México,1163,30.0,25.97034091435185,0.5700773860705073
MLM3156356224,Agro,gold_special,1767.53,custom,true,24,45.03,Estado De México,669,30.999988425925924,82.97616684027777,0.6263079222720478
MLM3156356224,Agro,gold_special,1767.53,custom,true,24,45.03,Estado De México,669,30.999988425925924,82.97616684027777,0.6263079222720478
MLM2082787853,Agro,gold_pro,1593.18,custom,true,6,0.0,Estado De México,988,25.999988425925924,87.01129415509259,0.8481781376518218
MLM2082787853,Agro,gold_pro,1593.18,custom,true,6,0.0,Estado De México,988,25.999988425925924,87.01129415509259,0.8481781376518218
MLM1746887410,Agro,gold_pro,1595.0,custom,true,6,0.0,Jalisco,2948,29.999988425925924,615.2543844328703,0.9830393487109905
MLM2817165310,Agro,gold_special,59.7,campaign,false,0,0.0,Estado De México,1569,30.0,239.9696390625,0.904397705544933
MLM2562715040,Agro,gold_pro,2590.0,campaign,true,15,0.0,Veracruz,640,30.0,355.08095850694446,0.84375
MLM2562715040,Agro,gold_pro,2590.0,campaign,true,15,0.0,Veracruz,640,30.0,355.08095850694446,0.84375
MLM3132001908,Agro,gold_special,395.58,campaign,true,24,45.03,Estado De México,831,30.0,92.5377177662037,0.6991576413959085
MLM3132001908,Agro,gold_special,395.58,campaign,true,24,45.03,Estado De México,831,30.0,92.5377177662037,0.6991576413959085
MLM3166860798,Agro,gold_special,405.0,custom,true,24,45.03,Estado De México,1009,30.999988425925924,78.21947775462962,0.8513379583746283
MLM3166860798,Agro,gold_special,405.0,custom,true,24,45.03,Estado De México,1009,30.999988425925924,78.21947775462962,0.8513379583746283
MLM2035111219,Agro,gold_special,1349.0,marketplace_campaign,true,24,45.03,Estado De México,3873,29.999988425925924,181.36397934027778,0.9483604441001807
MLM1931526829,Agro,gold_pro,1059.0,custom,true,3,0.0,Jalisco,5031,30.999988425925924,397.12261359953703,0.9006161796859471
MLM1931526829,Agro,gold_pro,1059.0,custom,true,3,0.0,Jalisco,5031,30.999988425925924,397.12261359953703,0.9006161796859471
MLM1698533099,Agro,gold_pro,99.33,campaign,false,3,0.0,Estado De México,496,30.0,640.4906112847223,0.9979838709677419
MLM1698533099,Agro,gold_pro,99.33,campaign,false,3,0.0,Estado De México,496,30.0,640.4906112847223,0.9979838709677419
MLM2660731440,Agro,gold_special,399.2,custom,true,24,45.03,Estado De México,709,7.999988425925926,309.39283350694444,0.8589562764456982
MLM2098674960,Agro,gold_special,789.26,campaign,true,24,45.03,Distrito Federal,3435,30.0,505.7865140625,0.8544395924308588
MLM1595915321,Agro,gold_pro,1305.0,custom,true,6,0.0,Estado De México,1592,30.999988425925924,674.7454955439815,0.9371859296482412
MLM1595915321,Agro,gold_pro,1305.0,custom,true,6,0.0,Estado De México,1592,30.999988425925924,674.7454955439815,0.9371859296482412
MLM2033693199,Agro,gold_pro,1423.1,marketplace_campaign,true,6,0.0,Jalisco,243,29.952754629629627,183.3515603587963,0.9958847736625515
MLM3282743668,Agro,gold_pro,1893.78,custom,true,6,0.0,Estado De México,675,25.999988425925924,41.67184971064815,0.9259259259259259
MLM2595201242,Agro,gold_special,298.8,campaign,false,24,45.03,Estado De México,9145,30.0,337.9735626736111,0.9453253143794423
MLM2595201242,Agro,gold_special,298.8,campaign,false,24,45.03,Estado De México,9145,30.0,337.9735626736111,0.9453253143794423
MLM3289556566,Agro,gold_special,1653.3,custom,true,24,45.03,Estado De México,269,30.999988425925924,37.61483582175926,0.6282527881040892
MLM3289556566,Agro,gold_special,1653.3,custom,true,24,45.03,Estado De México,269,30.999988425925924,37.61483582175926,0.6282527881040892
MLM3051259480,Agro,gold_special,1899.0,marketplace_campaign,true,24,45.03,Estado De México,1874,0.49930555555555556,128.47627100694444,0.8665955176093917
MLM3051259480,Agro,gold_special,1899.0,marketplace_campaign,true,24,45.03,Estado De México,1874,0.49930555555555556,128.47627100694444,0.8665955176093917
MLM1520094561,Agro,gold_pro,1453.5,campaign,true,6,0.0,Estado De México,40,30.0,712.3114214699074,0.975
MLM2636340714,Agro,gold_special,839.44,campaign,true,24,45.03,Estado De México,3959,30.0,320.9486089699074,0.8737054811821167
MLM2636340714,Agro,gold_special,839.44,campaign,true,24,45.03,Estado De México,3959,30.0,320.9486089699074,0.8737054811821167
MLM3076728256,Agro,gold_pro,1861.5,custom,true,6,0.0,Aguascalientes,187,19.999988425925924,118.21417609953704,0.19786096256684493
MLM1925138883,Agro,gold_special,1352.32,custom,true,24,45.03,Distrito Federal,3069,30.999988425925924,410.8999052662037,0.9837080482241772
MLM1925138883,Agro,gold_special,1352.32,custom,true,24,45.03,Distrito Federal,3069,30.999988425925924,410.8999052662037,0.9837080482241772
MLM2881557184,Agro,gold_pro,6399.0,campaign,true,15,0.0,Jalisco,409,30.0,208.2909353587963,0.9975550122249389
MLM2237280572,Agro,gold_special,347.89,custom,true,24,45.03,Estado De México,106776,30.999988425925924,471.4295927662037,0.9531729976773807
MLM2237280572,Agro,gold_special,347.89,custom,true,24,45.03,Estado De México,106776,30.999988425925924,471.4295927662037,0.9531729976773807
MLM1457703769,Agro,gold_pro,5348.03,marketplace_campaign,true,15,0.0,Veracruz,1543,22.999988425925924,792.2716182291666,0.9993519118600129
MLM1457703769,Agro,gold_pro,5348.03,marketplace_campaign,true,15,0.0,Veracruz,1543,22.999988425925924,792.2716182291666,0.9993519118600129
MLM2035839429,Agro,gold_special,1994.02,campaign,true,24,45.03,Jalisco,2626,30.0,180.1462825810185,0.8095963442498096
MLM2035839429,Agro,gold_special,1994.02,campaign,true,24,45.03,Jalisco,2626,30.0,180.1462825810185,0.8095963442498096
MLM3085652094,Agro,gold_special,1049.0,deal_of_the_day,true,24,45.03,Estado De México,4523,0.9999884259259259,113.50222008101852,0.8894539022772496
MLM3085652094,Agro,gold_special,1049.0,deal_of_the_day,true,24,45.03,Estado De México,4523,0.9999884259259259,113.50222008101852,0.8894539022772496
MLM2045538557,Agro,gold_pro,97.65,custom,false,0,0.0,Estado De México,39,30.999988425925924,161.43073859953702,0.9743589743589743
MLM1843236099,Agro,gold_special,375.15,campaign,true,24,45.03,Estado De México,51763,30.0,564.7135163773148,0.9903405907694686
MLM2032040103,Agro,gold_pro,759.05,custom,true,3,0.0,Estado De México,714,12.999988425925926,186.98558813657408,0.9299719887955182
MLM746260612,Agro,gold_pro,1051.9,marketplace_campaign,true,3,0.0,Estado De México,7539,29.953171296296293,1724.6718034143519,0.9668391033293541
MLM3334595058,Agro,gold_special,448.49,marketplace_campaign,true,24,45.03,Estado De México,993,29.952754629629627,14.899502685185185,0.49647532729103727
MLM941185167,Agro,gold_special,1678.0,marketplace_campaign,true,24,45.03,Estado De México,6851,29.999988425925924,1164.4570464699075,0.9998540359071668
MLM2323014954,Agro,gold_special,287.97,campaign,false,24,45.03,Estado De México,59507,30.0,428.52948859953705,0.9159762716991279
MLM2034532209,Agro,gold_special,470.55,marketplace_campaign,true,24,45.03,Tamaulipas,460,20.499305555555555,182.32372471064815,0.9978260869565218
MLM2045721291,Agro,gold_special,819.07,custom,true,24,45.03,Estado De México,1105,30.999988425925924,161.1118728587963,0.8190045248868778
MLM2130609639,Agro,gold_special,298.8,campaign,false,24,45.03,Distrito Federal,145,30.0,13.945141840277778,0.6551724137931034
MLM1509274624,Agro,gold_pro,3582.0,custom,true,15,0.0,Tamaulipas,93,25.999988425925924,721.2141645254629,0.989247311827957
MLM2116665805,Agro,gold_special,227.05,deal_of_the_day,false,24,45.03,Estado De México,616,0.9999884259259259,33.895949074074075,0.8376623376623377
MLM1775866741,Agro,gold_special,919.2,marketplace_campaign,true,24,45.03,Jalisco,4191,54.27013888888889,596.3078798032408,0.9997613934621808
MLM2010778201,Agro,gold_special,399.0,deal_of_the_day,true,24,45.03,Estado De México,1689,0.9999884259259259,233.33049554398147,0.7039668442865601
MLM2799099960,Agro,gold_special,898.83,campaign,true,24,45.03,Estado De México,959,30.0,247.62232424768519,0.8957247132429614
MLM1425291756,Agro,gold_special,1714.0,deal_of_the_day,true,24,45.03,Estado De México,2127,0.9999884259259259,845.4183196180555,0.9764927127409497
MLM1964903047,Agro,gold_special,1559.0,deal_of_the_day,true,24,45.03,Estado De México,1231,0.9999884259259259,330.37566915509257,0.9593826157595451
MLM3014744136,Agro,gold_pro,449.1,campaign,true,3,0.0,Nuevo León,49,30.0,148.53492841435184,0.9795918367346939
MLM3068521796,Agro,gold_pro,226.48,campaign,false,3,0.0,Estado De México,457,30.0,120.9982964699074,0.6717724288840262
MLM3068245542,Agro,gold_special,849.0,custom,true,24,45.03,Distrito Federal,662,30.999988425925924,121.30065758101851,0.9984894259818731
